name_alessi,E(B-V),s_E(B-V),A_V_calc,s_A_V_calc,AV50,s_AV50,E(BP-RP),s_E(BP-RP),E(U-B),s_E(U-B),E(U-BP),s_E(U-BP),E(U-G),s_E(U-G),E(U-RP),s_E(U-RP)
BH_121,0.2501,0.0001,0.7753099999999999,0.00031,1.056912245,0.056912245,0.4651,0.0001,0.1351,0.0401,0.2751,0.0450999999999998,0.4326,0.0376,0.7376,0.0476
BH_122,0.34885,0.00902678553567855,1.081435,0.02798303516060351,1.165963315,0.00403668499999998,0.59635,0.0164458710382775,0.2101,0.00510000000000001,0.4551,0.0001,0.7001,0.0001,1.0526,0.00259999999999995
BH_132,0.4351,0.00717106781186548,1.34881,0.022230310216782987,1.702764885,0.0427648850000001,0.6951,0.0087602540378444,0.2451,0.0001,0.5251,0.0101,0.8176,0.0126,1.2201,0.0201
BH_150,0.27085,0.01261748776712,0.8396349999999999,0.039114212078072,1.26114174,0.03885826,0.7326,0.0044301270189222,0.2211,0.0611,0.4726,0.1126,0.7121,0.1581,1.1251,0.195100000000001
BH_164,0.1051,0.0001,0.32581,0.00031,0.476504745,0.273495255,0.1876,0.0044301270189222,0.0526,0.0026,0.1226,0.0126000000000001,0.2026,0.00759999999999999,0.3051,0.0201
BH_19,0.4351,0.0146773797371133,1.34881,0.04549987718505123,1.65,,0.6726,0.0217506350946109,0.1101,0.0001,0.4001,0.00510000000000001,0.7526,0.0126,1.0926,0.0326
BH_200,0.68385,0.00749509972887449,2.119935,0.02323480915951092,2.396233675,0.156233675,1.0751,0.0174205080756888,0.2601,0.0001,0.7326,0.00760000000000001,1.2401,0.0101,1.8126,0.0276000000000001
BH_205,0.3201,0.0001,0.99231,0.00031,1.38,,0.5726,0.0144614066163451,0.2676,0.0426,0.4576,0.0675999999999999,0.6826,0.1026,1.0051,0.0901
BH_211,0.03885,0.00749509972887449,0.12043500000000001,0.02323480915951092,2.39,,1.17635,0.0164458710382776,0.2801,0.2651,0.5776,0.5526,0.8826,0.7776,1.3001,1.0101
BH_217,0.5351,0.0263202212042538,1.6588100000000001,0.08159268573318677,4.291214015,0.00878598499999983,0.9826,0.00760000000000001,0.4576,0.0026,0.9051,0.0201,1.3376,0.0676,1.8201,0.0901
BH_221,0.24385,0.00970143218483576,0.755935,0.03007443977299086,1.22174249,0.10825751,0.4426,0.0104077640640442,0.2076,0.0126,0.3726,0.0026,0.5651,0.0151,0.7876,0.0226
BH_222,0.9226,0.0161078105935821,2.86006,0.04993421284010451,3.90426926,0.05573074,1.37385,0.0231149407994024,0.1851,0.00510000000000001,0.9201,0.00510000000000001,1.5876,0.0126000000000001,2.2801,0.0201
BH_23,0.0026,0.0026,0.00806,0.00806,0.35576203,0.24423797,0.07385,0.0109253175473054,0.0201,0.0051,0.0301,0.0151,0.0476,0.0276,0.0801,0.0451
BH_231,0.7876,0.00911387818865998,2.44156,0.02825302238484594,3.03264363,0.11735637,1.1401,0.0107066017177982,0.5301,0.0001,1.1001,0.0001,1.6301,0.0151,2.2551,0.0150999999999999
BH_245,1.0871,0.0163634559672906,3.37001,0.05072671349860086,4.397813455,0.132186545,1.6776,0.0293617497767991,0.4611,0.0011,1.3601,0.0551000000000001,2.1576,0.1026,2.9401,0.1601
BH_37,0.74385,0.00902678553567857,2.3059350000000003,0.02798303516060357,2.62016872,0.19983128,1.1251,0.0319198051533946,0.4326,0.00760000000000001,0.9876,0.00760000000000001,1.5201,0.0550999999999999,2.1076,0.0126
BH_54,0.82385,0.0182572988079174,2.553935,0.056597626304543944,2.915078385,0.195078385,1.1976,0.0193028643696715,0.3326,0.0126,0.9451,0.0351,1.5226,0.0326,2.1601,0.0651
BH_56,0.1776,0.00443012701892219,0.55056,0.01373339375865879,0.863376705,0.196623295,0.29385,0.0109253175473055,0.1251,0.0001,0.2451,0.00510000000000001,0.3826,0.0176,0.5351,0.0001
BH_66,0.39635,0.00554862367942585,1.228685,0.017200733406220133,1.876189335,0.0961893349999999,0.6351,0.0118260393995586,0.2451,0.00510000000000001,0.5051,0.00510000000000001,0.7901,0.0101,1.1251,0.0101
BH_67,0.4901,0.012847548783982,1.51931,0.0398274012303442,2.165620295,0.105620295,0.2651,0.00622372435695795,0.2526,0.0126,0.4376,0.1226,0.6651,0.2451,0.9851,0.4001
BH_72,0.64885,0.00970143218483577,2.011435,0.030074439772990885,2.80414611,0.0658538900000001,0.9951,0.0174205080756887,0.3026,0.00760000000000001,0.7351,0.0351,1.2276,0.0126,1.7726,0.0876
BH_73,0.6301,0.0151,1.95331,0.046810000000000004,2.16444224,0.20555776,0.85135,0.0233849200127465,0.4051,0.0201,0.8276,0.0126,1.2401,0.0350999999999999,1.7476,0.0776
BH_75,0.4301,0.00800569415042095,1.33331,0.024817651866304948,1.57549729,0.03549729,0.7276,0.0280508497187474,0.2551,0.0001,0.5951,0.0501,0.8776,0.0576000000000001,1.2601,0.1051
BH_78,0.23635,0.00554862367942584,0.732685,0.017200733406220105,0.745212515,0.044787485,0.3826,0.0109972473588517,0.1601,0.0001,0.3176,0.00760000000000001,0.5051,0.0151,0.6951,0.0101
BH_79,0.5351,0.00717106781186548,1.6588100000000001,0.022230310216782987,3.604688205,0.225311795,0.82635,0.00902678553567857,0.3476,0.0026,0.7126,0.00760000000000001,1.0726,0.00760000000000006,1.5376,0.00759999999999995
BH_84,0.33885,0.00424578098794423,1.050435,0.013161921062627114,1.11933388,0.209333879999999,0.54885,0.00902678553567857,0.2426,0.0026,0.4626,0.00759999999999998,0.6901,0.0101,1.0001,0.0201
BH_87,0.6426,0.00911387818865998,1.99206,0.02825302238484594,2.869085295,0.159085295,0.9626,0.0193028643696715,0.2576,0.00760000000000001,0.7076,0.00760000000000001,1.1676,0.00259999999999995,1.6751,0.0201
BH_88,0.3976,0.0236849528301415,1.23256,0.07342335377343866,1.438608735,0.00139126499999997,0.4576,0.0252246890528022,0.3101,0.0001,0.5276,0.0276,0.7351,0.0601,1.1126,0.142600000000001
BH_90,0.5101,0.00622372435695795,1.58131,0.019293545506569646,1.912006485,0.0620064849999999,0.8201,0.0174205080756887,0.2576,0.00760000000000001,0.6151,0.0151,0.9576,0.0026,1.4326,0.0276
BH_91,0.38635,0.00749509972887453,1.197685,0.023234809159511045,1.60632658,0.203673419999999,0.5401,0.0087602540378444,0.1626,0.0126,0.3851,0.0151,0.6501,0.0251,0.9826,0.0776
BH_92,0.5326,0.0115564392373896,1.65106,0.03582496163590776,1.77754253,0.09754253,0.7926,0.0130903810567666,0.2876,0.0126,0.6526,0.00760000000000001,0.9876,0.0326,1.4401,0.00510000000000001
BH_99,0.0851,0.0001,0.26381,0.00031,0.30605811,0.19394189,0.1476,0.00443012701892219,0.0526,0.00760000000000002,0.1026,0.0076,0.1551,0.0001,0.2451,0.0151
BKL_1,0.77385,0.0443118479595685,2.3989350000000003,0.13736672867466238,2.91495453,0.0649545300000001,1.27885,0.0195855715851498,0.3451,0.0951000000000001,0.9401,0.1251,1.6701,0.0201,2.1926,0.1476
Barba_2,0.2601,0.00622372435695795,0.80631,0.019293545506569646,0.82,,0.41885,0.0022650635094611,0.2026,0.00259999999999999,0.3751,0.0151,0.5301,0.0151,0.7901,0.0101
Barkhatova_1,0.57385,0.0065951905283833,1.778935,0.02044509063798823,2.114320005,0.065679995,0.8826,0.0205633819296811,0.3951,0.0151,0.7951,0.0201,1.1726,0.0626,1.6126,0.0326
Barsony_1,0.2801,0.0191394327646598,0.86831,0.05933224157044538,3.52914031,0.11914031,0.81135,0.0125373429638327,0.2901,0.0300999999999997,0.5801,0.1301,0.8501,0.2251,1.1851,0.3501
Basel_10,0.68885,0.00749509972887448,2.1354349999999998,0.02323480915951089,2.25658076,0.09341924,1.0326,0.0130903810567666,0.4451,0.0101,0.9451,0.0301,1.3751,0.0250999999999999,1.9551,0.0651000000000001
Basel_11_A,0.1376,0.00569016994374947,0.42656,0.017639526825623357,0.3784235,0.1115765,0.24385,0.0022650635094611,0.1026,0.0026,0.1851,0.00510000000000001,0.2876,0.00759999999999998,0.4076,0.0276
Basel_11_B,0.5126,0.0104077640640442,1.58906,0.032264068598537025,1.7133314,0.0966686,0.77885,0.0282458256229943,0.3126,0.0126,0.6751,0.00510000000000001,0.9901,0.00510000000000001,1.4426,0.0326000000000001
Basel_13,0.3401,0.00622372435695793,1.05431,0.019293545506569584,1.487152775,0.007152775,0.5276,0.0135629120178363,0.2976,0.00760000000000001,0.5301,0.0001,0.7851,0.0151,1.0451,0.0201
Basel_18,0.27885,0.00749509972887451,0.864435,0.023234809159510983,0.79976854,0.10976854,0.4576,0.00760000000000001,0.1901,0.0001,0.3776,0.00760000000000001,0.5726,0.0026,0.8251,0.0201
Basel_4,0.40385,0.00554862367942583,1.251935,0.017200733406220074,1.5,,0.62635,0.00902678553567857,0.2826,0.00259999999999997,0.5451,0.00510000000000001,0.8101,0.00509999999999995,1.1751,0.00510000000000001
Basel_8,0.28385,0.00424578098794423,0.879935,0.013161921062627114,0.857648955,0.077648955,0.44885,0.0144069039278245,0.2126,0.0026,0.3976,0.00760000000000001,0.5851,0.0151,0.8401,0.0301
Berkeley_1,0.5801,0.00510000000000001,1.7983099999999999,0.015810000000000032,1.83119656,0.05119656,0.91635,0.0109253175473055,0.3001,0.00510000000000001,0.6951,0.0151,1.0701,0.0101,1.5776,0.0126000000000001
Berkeley_101,0.2951,0.00622372435695795,0.9148099999999999,0.019293545506569646,1.058786235,0.111213765,0.45385,0.0065951905283833,0.2201,0.00510000000000001,0.4151,0.0001,0.6026,0.00760000000000001,0.8701,0.00510000000000001
Berkeley_102,0.21635,0.0241767003553227,0.670685,0.07494777110150037,1.93288069,0.04711931,0.4326,0.0247221445044903,0.1776,0.0026,0.3101,0.00510000000000001,0.5001,0.00510000000000001,0.7026,0.0476
Berkeley_104,0.5176,0.00569016994374948,1.60456,0.017639526825623388,1.788936205,0.101063795,0.82635,0.00970143218483572,0.3651,0.0001,0.7276,0.00760000000000001,1.0726,0.00760000000000006,1.5426,0.0226
Berkeley_11,0.1576,0.0109972473588517,0.48856,0.03409146681244027,2.68161447,0.0316144700000001,0.4176,0.0044301270189222,0.1101,0.0251,0.2026,0.0626,0.3851,0.0751000000000001,0.5701,0.1101
Berkeley_12,0.57385,0.0109253175473055,1.778935,0.03386848439664705,2.63013664,0.0601366400000001,0.87385,0.0130301005409858,0.3326,0.0026,0.7301,0.00510000000000001,1.1176,0.00260000000000006,1.5951,0.0001
Berkeley_14,0.3801,0.00510000000000001,1.17831,0.015810000000000032,1.42,,0.6376,0.0044301270189222,0.0001,0.0001,0.2326,0.00259999999999999,0.4876,0.0026,0.8701,0.0001
Berkeley_14_A,0.22385,0.00424578098794425,0.693935,0.013161921062627176,0.865815215,0.304184785,0.3526,0.0026,0.1601,0.0001,0.3001,0.0001,0.4501,0.00510000000000001,0.6501,0.0101
Berkeley_15,0.3876,0.00569016994374948,1.20156,0.017639526825623388,1.70713924,0.14286076,0.6051,0.0001,0.1451,0.00509999999999999,0.3876,0.0026,0.6301,0.00510000000000001,1.0026,0.00760000000000001
Berkeley_17,0.24135,0.0171934929139717,0.7481850000000001,0.05329982803331228,1.176748065,0.0732519350000001,0.45135,0.0022650635094611,0.2926,0.0026,0.4726,0.0176,0.6501,0.0501,0.8676,0.0726
Berkeley_18,0.15135,0.00749509972887452,0.4691850000000001,0.02323480915951101,1.70822135,0.13822135,0.3151,0.0174205080756888,0.2226,0.0026,0.3176,0.0176,0.4176,0.0026,0.6426,0.0126
Berkeley_19,0.2226,0.00760000000000001,0.69006,0.023560000000000032,0.79804915,0.04804915,0.3426,0.00443012701892217,0.1876,0.0026,0.3276,0.0026,0.4701,0.0001,0.6551,0.0101
Berkeley_27,0.19885,0.00424578098794424,0.6164350000000001,0.013161921062627143,,,0.3051,0.0001,0.1651,0.0001,0.2651,0.00510000000000001,0.3901,0.0101,0.6001,0.0301
Berkeley_31,0.16885,0.00424578098794424,0.523435,0.013161921062627143,0.472764645,0.047235355,0.19635,0.0114880419739304,0.1226,0.0126000000000001,0.1926,0.0176,0.3101,0.0301,0.4301,0.0701000000000001
Berkeley_32,0.15885,0.0022650635094611,0.492435,0.00702169687932941,0.326496565,0.163503435,0.2851,0.00876025403784437,0.1651,0.00510000000000001,0.2626,0.00760000000000001,0.3701,0.0101,0.5426,0.0176
Berkeley_35,0.1601,0.00363553390593274,0.49631,0.011270155108391494,0.32049679,0.0895032100000001,0.2651,0.0001,0.1651,0.0001,0.2476,0.0026,0.3551,0.0101,0.5201,0.0101
Berkeley_37,0.11635,0.00749509972887452,0.360685,0.02323480915951101,0.321680735,0.248319265,0.16135,0.0065951905283833,0.1026,0.0026,0.1526,0.00760000000000001,0.2151,0.0251000000000002,0.3476,0.0375999999999998
Berkeley_39,0.20385,0.00424578098794424,0.631935,0.013161921062627143,0.48422034,0.23577966,0.2276,0.0130903810567666,0.1601,0.0101,0.2651,0.0201,0.3726,0.0376,0.5301,0.0501
Berkeley_4,0.67135,0.0182572988079175,2.081185,0.05659762630454425,2.36551877,0.07551877,0.9576,0.0130903810567666,0.1801,0.0101,0.6601,0.0501,1.0951,0.0350999999999999,1.6351,0.0751
Berkeley_51,0.35885,0.0301780235387899,1.112435,0.0935518729702487,3.308922585,0.0689225849999999,0.7176,0.0176,0.1876,0.0126,0.4951,0.0251,0.7576,0.0676,1.1251,0.1301
Berkeley_55,0.18885,0.00902678553567857,0.585435,0.02798303516060357,0.84,,0.3076,0.00760000000000001,0.1426,0.00259999999999999,0.2351,0.00509999999999999,0.3676,0.0326,0.5876,0.0476
Berkeley_58,0.5001,0.00622372435695795,1.55031,0.019293545506569646,1.80374904,0.10625096,0.77385,0.0022650635094611,0.2576,0.0026,0.5701,0.0001,0.8876,0.0276,1.3526,0.00760000000000006
Berkeley_6,0.5376,0.0161078105935821,1.66656,0.04993421284010451,,,0.82635,0.0412362066797608,0.3026,0.0026,0.7226,0.0126,1.0451,0.0101,1.5501,0.0351
Berkeley_60,0.4801,0.0303076149339864,1.48831,0.09395360629535784,2.48603128,0.13603128,0.5251,0.0502248441394086,0.3776,0.0026,0.5926,0.1076,0.8501,0.2401,1.2951,0.3451
Berkeley_61,0.35885,0.0168238602003246,1.112435,0.05215396662100626,1.38,,0.5301,0.0118260393995586,0.3351,0.00510000000000001,0.5751,0.00510000000000001,0.8051,0.0201,1.0826,0.0226
Berkeley_62,0.72135,0.0125373429638328,2.2361850000000003,0.03886576318788168,2.63330563,0.03669437,1.0476,0.021750635094611,0.2426,0.00760000000000001,0.8026,0.0026,1.2251,0.0101,1.8701,0.0100999999999999
Berkeley_63,0.0001,0.0001,0.00031,0.00031,2.65,,0.2101,0.00876025403784438,0.1201,0.0101,0.1151,0.0251,0.1851,0.0401000000000001,0.2976,0.0576
Berkeley_65,0.8676,0.0126,2.68956,0.039060000000000004,2.92236963,0.01763037,1.3026,0.0252246890528022,0.4101,0.0151,1.0451,0.0001,1.6851,0.00510000000000001,2.3551,0.0001
Berkeley_68,0.43385,0.0199037243971936,1.344935,0.061701545631300155,1.7,,0.64135,0.0022650635094611,0.0126,0.0126,0.2701,0.0151,0.5551,0.0451,1.0226,0.1176
Berkeley_7,0.6526,0.0044301270189222,2.02306,0.01373339375865882,2.084665055,0.025334945,0.9501,0.0174205080756887,0.3376,0.0226,0.8001,0.00510000000000001,1.1826,0.00759999999999995,1.7601,0.00510000000000001
Berkeley_70,0.2976,0.0153069063257455,0.9225599999999999,0.047451409609811056,1.799880605,0.100119395,0.4526,0.0044301270189222,0.2326,0.00259999999999999,0.4051,0.0001,0.6176,0.0176,0.9026,0.0426
Berkeley_71,0.25385,0.0246903944661325,0.786935,0.07654022284501076,3.252114165,0.227885835,0.53385,0.0164458710382775,0.4276,0.0026,0.6201,0.0301,0.7976,0.0576,1.0676,0.132600000000001
Berkeley_73,0.3201,0.00363553390593274,0.99231,0.011270155108391494,0.98140708,0.02859292,0.4901,0.0146773797371133,0.2226,0.0026,0.4176,0.00760000000000001,0.6376,0.00760000000000001,0.9101,0.0201
Berkeley_76,0.44635,0.0239156986040721,1.383685,0.07413866567262352,1.230990665,0.049009335,0.6551,0.0174205080756888,0.2626,0.0026,0.5976,0.0276,0.8526,0.0376,1.2801,0.0450999999999999
Berkeley_77,0.1426,0.00569016994374947,0.44206,0.017639526825623357,0.51308154,0.33691846,0.22385,0.0022650635094611,0.1626,0.0026,0.2326,0.00259999999999999,0.3301,0.0101,0.4626,0.00759999999999998
Berkeley_80,0.31135,0.0241767003553228,0.9651850000000001,0.0749477711015007,3.446619215,0.0533807850000001,0.66135,0.0139631706330118,0.2951,0.0151,0.5576,0.0626,0.7951,0.1101,1.1201,0.1751
Berkeley_81,0.1651,0.0177776695296635,0.51181,0.05511077554195685,2.597362125,0.0826378750000001,0.3826,0.0115564392373896,0.3601,0.0001,0.4801,0.0201,0.5976,0.0326,0.8076,0.0676
Berkeley_82,0.8301,0.0267926956300783,2.5733099999999998,0.08305735645324273,2.84500523,0.06499477,0.6901,0.0184711730708738,0.4651,0.0101,0.9126,0.1426,1.3776,0.2976,1.8526,0.3976
Berkeley_84,0.33635,0.00659519052838328,1.042685,0.02044509063798817,1.45,,0.5351,0.00800569415042095,0.2801,0.00509999999999998,0.5076,0.00760000000000001,0.7301,0.00510000000000001,1.0176,0.0226
Berkeley_85,0.33135,0.022001769334919,1.027185,0.0682054849382489,3.788367985,0.0383679850000001,0.6626,0.0161078105935821,0.4626,0.0226,0.7201,0.0551,0.9476,0.0826,1.3001,0.150100000000001
Berkeley_86,0.7101,0.0227384628453435,2.20131,0.07048923482056485,,,1.02635,0.0303851035989643,0.3951,0.00510000000000001,0.9876,0.0176,1.4501,0.0251,1.9776,0.0226
Berkeley_87,0.29385,0.0114880419739304,0.910935,0.03561293011918425,3.13117111,0.0,0.5176,0.0247221445044903,0.2201,0.0251,0.4376,0.0426,0.6001,0.0251,0.9601,0.0550999999999999
Berkeley_88,0.1126,0.0044301270189222,0.34906000000000004,0.01373339375865882,0.34,,0.1801,0.0155110350074224,0.0626,0.0076,0.1051,0.0101,0.1626,0.0126,0.3101,0.0101
Berkeley_9,0.4076,0.025717376914899,1.26356,0.07972386843618691,3.87553226,0.0255322599999999,0.7951,0.00622372435695795,0.1276,0.00760000000000001,0.4851,0.0551000000000003,0.7826,0.102600000000001,1.1801,0.1551
Berkeley_90,0.4076,0.025717376914899,1.26356,0.07972386843618691,3.87553226,0.0255322599999999,0.7951,0.00622372435695795,0.1276,0.00760000000000001,0.4851,0.0551000000000003,0.7826,0.102600000000001,1.1801,0.1551
Berkeley_91,0.36385,0.0333368395007708,1.1279350000000001,0.10334420245238948,2.920154865,0.180154865,0.6351,0.0001,0.2951,0.0001,0.5651,0.00509999999999995,0.8376,0.0426,1.1151,0.0901000000000001
Berkeley_93,0.3476,0.00759999999999998,1.07756,0.02355999999999994,1.45639442,0.0736055800000001,0.5351,0.00510000000000001,0.2751,0.00510000000000001,0.5176,0.0026,0.7326,0.0176,1.0251,0.0201
Berkeley_94,0.2776,0.00839156197588849,0.8605600000000001,0.02601384212525432,1.100064845,0.249935155,0.41385,0.0022650635094611,0.2051,0.0001,0.3851,0.0101,0.5751,0.00510000000000001,0.7951,0.0151
Berkeley_96,0.52635,0.0065951905283833,1.631685,0.02044509063798823,1.83675338,0.06675338,0.7201,0.0001,0.1301,0.0851,0.4426,0.1076,0.7376,0.1226,1.1851,0.1301
Berkeley_97,0.72885,0.0135047566184545,2.259435,0.04186474551720895,2.670200475,0.030200475,1.1626,0.119917569663217,0.2451,0.0001,0.7626,0.0026,1.6551,0.3751,1.8376,0.0176
Berkeley_98,0.2551,0.0118260393995586,0.79081,0.03666072213863166,1.122557685,0.347442315,0.30385,0.0022650635094611,0.1801,0.0151,0.3301,0.0251,0.4851,0.0451,0.6951,0.0850999999999996
Bica_113,0.6601,0.0107066017177982,2.04631,0.033190465325174424,4.5690115,0.0409885000000001,1.0926,0.0130903810567666,0.3976,0.0426000000000004,0.9701,0.0951,1.4901,0.1101,2.0401,0.1251
Bica_177,0.3151,0.00363553390593274,0.97681,0.011270155108391494,1.214680135,0.095319865,0.48635,0.0109253175473055,0.2451,0.00510000000000001,0.4526,0.0026,0.6751,0.0101,0.9201,0.0101
Bica_2,0.8376,0.0266753645318366,2.59656,0.08269363004869346,5.149083595,0.439083595,1.2451,0.0300999999999999,0.6526,0.00760000000000001,1.3526,0.0276,1.9276,0.0226,2.5901,0.0501000000000001
Bica_248,0.45135,0.00554862367942585,1.399185,0.017200733406220133,1.390027585,0.119972415,0.68635,0.00659519052838325,0.2401,0.0151,0.5376,0.0126,0.8151,0.0301,1.2351,0.0200999999999999
Bica_268,0.4651,0.0309220700148449,1.44181,0.09585841704601919,2.35,,0.6701,0.00510000000000001,0.0001,0.0001,0.2251,0.0151,0.6751,0.1801,0.9826,0.1076
Bica_272,0.4651,0.0128475487839819,1.44181,0.039827401230343895,2.1,,0.6626,0.0044301270189222,0.0176,0.0126,0.2926,0.0376000000000002,0.5801,0.0900999999999997,1.0401,0.1251
Bica_3,0.2276,0.0208665596572952,0.70556,0.06468633493761512,2.9,,0.45135,0.0022650635094611,0.0826,0.0076,0.2451,0.00510000000000001,0.4201,0.0251,0.6551,0.0451
Bica_329,0.31385,0.0144069039278245,0.9729350000000001,0.04466140217625595,1.099493825,0.239493825,0.45885,0.0384038836151114,0.0001,0.0001,0.0151,0.0151,0.1876,0.0576,0.5001,0.0850999999999999
Bica_546,0.54135,0.00749509972887453,1.678185,0.023234809159511045,2.572718065,0.362718064999999,0.8101,0.0174205080756887,0.3701,0.00510000000000001,0.7401,0.00510000000000001,1.1201,0.0151,1.5626,0.0276000000000001
Biurakan_2,0.37385,0.0144069039278245,1.158935,0.04466140217625595,1.247776735,0.162223265,0.58885,0.0307950728945217,0.2751,0.00510000000000001,0.5601,0.0301,0.8451,0.0301,1.1476,0.0376
Blanco_1,0.0651,0.00717106781186547,0.20181000000000002,0.02223031021678296,0.62,,0.14885,0.0022650635094611,0.0101,0.0051,0.0526,0.0126,0.1026,0.0226,0.1976,0.0176
Bochum_10,0.3101,0.00622372435695795,0.96131,0.019293545506569646,1.21714539,0.04285461,0.46135,0.00424578098794425,0.1576,0.0126,0.3376,0.0226,0.5501,0.0401,0.8426,0.0526
Bochum_11,0.4326,0.00760000000000001,1.34106,0.023560000000000032,1.84,,0.6651,0.0351,0.0076,0.0026,0.2301,0.0501,0.5726,0.0576,0.9701,0.1601
Bochum_12,0.1601,0.00363553390593274,0.49631,0.011270155108391494,1.92,,0.2776,0.0026,0.1051,0.0001,0.2076,0.0026,0.3126,0.00760000000000001,0.4726,0.0126
Bochum_13,0.7776,0.0310232921921325,2.41056,0.09617220579561074,2.910489265,0.0304892650000002,1.1876,0.0189745860881769,0.2876,0.0576000000000001,0.9001,0.0351,1.4876,0.0126,2.1176,0.0126
Bochum_14,0.4726,0.0293617497767991,1.46506,0.09102142430807722,4.123614895,0.096385105,0.89635,0.0301780235387899,0.2101,0.00510000000000001,0.5726,0.0226,0.8926,0.0526,1.3951,0.1001
Bochum_15,0.3826,0.00760000000000001,1.1860600000000001,0.023560000000000032,1.447081295,0.137081295,0.61135,0.0195855715851499,0.1201,0.0101,0.3626,0.00760000000000001,0.6826,0.00759999999999995,0.9826,0.0126
Bochum_3,0.21885,0.00424578098794425,0.678435,0.013161921062627176,0.692747215,0.167252785,0.3576,0.0044301270189222,0.1901,0.0001,0.3151,0.00510000000000001,0.4601,0.0001,0.6626,0.0026
Bochum_5,0.3051,0.0188082869338697,0.9458099999999999,0.05830568949499607,1.079364355,0.149364354999999,0.46135,0.0239156986040721,0.1001,0.0200999999999999,0.3026,0.0026,0.5501,0.0501,0.8151,0.0401
Bochum_6,0.4976,0.0115564392373896,1.54256,0.03582496163590776,1.95,,0.7301,0.00717106781186548,0.1376,0.0026,0.4651,0.0201,0.7776,0.0576,1.2351,0.0600999999999999
Bochum_9,0.4001,0.0207155281280883,1.24031,0.06421813719707374,1.84569945,0.0743005499999999,0.6601,0.00510000000000001,0.0501,0.0101,0.2926,0.0126,0.5926,0.0476,1.0426,0.1076
