  pmRApmDEcor    PlxpmRAcor   PlxpmDEcor    RFG        RFBP          RFRP       E_BR_RP_      Nper          __Fe_H_temp    RA_ICRS       e_RA_ICRS         DE_ICRS       e_DE_ICRS         Source        Plx         e_Plx         pmRA        e_pmRA        pmDE        e_pmDE        Dup          FG          e_FG    Gmag        e_Gmag         FBP      e_FBP       BPmag       e_BPmag        FRP         e_FRP          RPmag      e_RPmag    BP-RP       RV      e_RV    Teff     AG    EBR-RP_    Rad     Lum    Pmemb    Cluster    
 0.3051 -0.2907  0.2963   811.096    63.549   321.915 1.421 10  --- 277.52914072322 0.0619 -12.38115776197 0.0624 4153041686572799744   0.3042  0.0821   0.35  0.12   -1.09  0.114 0      5700.1        7.0276  16.2987 0.0013      1646.7         25.912    17.3099 0.0171       6450.8       20.039    15.2379 0.0034  2.072     ---   ---  3684.67 2.1497 1.0457   ---      ---     0.3   Dias_6 
 0.2541 -0.3391  0.3152  1049.29     75.951   304.408 1.33  11  --- 277.60437923194 0.0724 -12.27262022949 0.0717 4153047321570559744   0.3817  0.0963   0.649 0.139  -0.468 0.132 0      3814.6        3.6354  16.7348 0.001       1566.7         20.628    17.3639 0.0143       3507.2       11.521    15.8995 0.0036  1.4644    ---   ---  4474.33 ---    ---      ---      ---     0.8   Dias_6 
 0.2626 -0.3008  0.271   1043.704    62.937   202.046 1.469 10  --- 277.54832108842 0.0859 -12.37992263512 0.0887 4153041854050747776   0.2161  0.1153   0.826 0.165  -0.142 0.156 0      3188.1        3.0546  16.9295 0.001        812.78        12.914    18.0765 0.0173       3872.0       19.164    15.7921 0.0054  2.2844    ---   ---  3668.05 2.2308 1.097    ---      ---     0.5   Dias_6 
 0.2997 -0.3006  0.2732  1286.668   213.405   180.331 1.333 11  --- 277.64410567463 0.0486 -12.34533907452 0.0522 4153042854803845632   0.3515  0.066    0.673 0.096  -0.398 0.091 0      7406.8        5.7565  16.0143 0.0008      2775.0         13.003    16.7432 0.0051       7101.7       39.381    15.1335 0.006   1.6097    ---   ---  4343.0  ---    ---      ---      ---     1.0   Dias_6 
 0.2879 -0.2706  0.2683  1657.473   250.361   432.358 1.294 11  --- 277.60428800821 0.037  -12.31387350681 0.0387 4153043851236315776   0.3946  0.0486   0.468 0.073  -0.701 0.07  0     13841.0        8.3507  15.3354 0.0007      5760.3         23.008    15.9503 0.0043      12153.0       28.109    14.5502 0.0025  1.4001    ---   ---  4777.84 ---    ---      2.95     4.098   1.0   Dias_6 
 0.4057 -0.353   0.1906  1193.717   246.921   471.968 1.354  8  --- 277.56196801436 0.0536 -12.35277700653 0.0561 4153042201968873856   0.2951  0.0682   0.642 0.1    -0.616 0.089 0     13511.0       11.318   15.3617 0.0009      4740.0         19.197    16.1619 0.0044      13558.0       28.726    14.4315 0.0023  1.7305    ---   ---  4233.25 ---    ---      ---      ---     0.8   Dias_6 
 0.3842 -0.3841  0.2233   969.689    73.141   291.853 1.385 10  --- 277.57655150571 0.0897 -12.33904811114 0.1012 4153043713797362432   0.311   0.128    0.363 0.174  -0.432 0.157 0      4190.4        4.3214  16.6327 0.0011      1334.2         18.242    17.5383 0.0148       4469.4       15.314    15.6363 0.0037  1.902     ---   ---  3865.0  2.6135 1.324    ---      ---     0.9   Dias_6 
 0.2286 -0.3593  0.2692   772.402    20.892    49.287 1.513 10  --- 277.51847484033 0.1041 -12.35179300849 0.1096 4153045118241715072   0.2423  0.1425   0.624 0.194  -0.446 0.172 0      2114.2        2.7372  17.3755 0.0014       785.1         37.58     18.1141 0.052        2412.7       48.952    16.3057 0.022   1.8084    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.1428 -0.0884  0.1174  1047.317    86.17    214.01  1.323 11  --- 277.6101676508  0.0693 -12.25980954354 0.0681 4153047493369257344   0.4252  0.0785  -0.336 0.142  -0.204 0.125 0      5444.9        5.1989  16.3484 0.001       2184.3         25.349    17.0031 0.0126       5020.8       23.461    15.51   0.0051  1.4931    ---   ---  4384.67 ---    ---      ---      ---     0.2   Dias_6 
 0.3081 -0.3327  0.2363   724.149    30.853    92.395 1.47  11  --- 277.65173029105 0.1223 -12.32888335778 0.1355 4153043228440428032   0.371   0.1642   0.465 0.234  -0.523 0.219 0      1490.2        2.0578  17.7553 0.0015       492.32        15.957    18.6208 0.0352       1697.8       18.375    16.6872 0.0118  1.9336    ---   ---     ---  ---    ---      ---      ---     0.7   Dias_6 
 0.0521 -0.4353  0.4007  2078.771   412.666   373.177 1.304  9  --- 277.69334591434 0.0387 -12.29245346017 0.0461 4153049280076087296   0.3306  0.0598   0.592 0.08   -0.625 0.075 0     15580.0        7.4947  15.207  0.0005      6346.0         15.378    15.8451 0.0026      13970.0       37.434    14.399  0.0029  1.4462    ---   ---  4411.15 ---    ---      ---      ---     1.0   Dias_6 
 0.3174 -0.393   0.2132   419.837    36.755    84.781 1.82  10  --- 277.75527867713 0.2018 -12.29437639373 0.252  4153049073917083392   0.1108  0.3011   0.86  0.376  -1.257 0.34  0      1284.6        3.0597  17.9165 0.0026       591.12        16.083    18.4222 0.0295       1746.2       20.596    16.6567 0.0128  1.7655    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.1943 -0.2336  0.2453  1154.424   143.991   320.156 1.32  10  --- 277.51849678436 0.0593 -12.34686050133 0.0578 4153045122547307392   0.3984  0.0732   0.626 0.114  -0.927 0.106 0      6025.4        5.2194  16.2384 0.0009      2378.0         16.515    16.9108 0.0075       5574.9       17.413    15.3963 0.0034  1.5145    ---   ---  4366.5  ---    ---      ---      ---     0.4   Dias_6 
 0.38   -0.3171  0.1942   965.848    56.408   128.147 1.357 10  --- 277.62618695076 0.0928 -12.25997465469 0.0968 4153047420337315328   0.3643  0.1107  -0.205 0.176  -0.823 0.166 0      2650.6        2.7443  17.13   0.0011      1011.7         17.935    17.8388 0.0192       2584.0       20.165    16.2312 0.0085  1.6076    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.4347 -0.2825  0.2379   954.448    93.204   223.674 1.347 11  --- 277.60073075246 0.079  -12.2730855032  0.0836 4153047355930300416   0.268   0.0963   0.662 0.156  -0.628 0.153 0      3491.8        3.6584  16.8308 0.0011      1356.2         14.551    17.5206 0.0116       3346.6       14.962    15.9504 0.0049  1.5702    ---   ---  4330.0  ---    ---      ---      ---     0.9   Dias_6 
 0.2331 -0.3985  0.2495  1487.917   202.332   315.715 1.316  9  --- 277.55530014861 0.0579 -12.20914501812 0.0644 4153048799039388672   0.4454  0.0796   0.942 0.105  -0.448 0.09  0      7860.5        5.2829  15.9497 0.0007      3020.5         14.928    16.6512 0.0054       7323.4       23.196    15.1001 0.0034  1.5511    ---   ---  4374.67 ---    ---      ---      ---     0.1   Dias_6 
 0.2013 -0.4325  0.3943   545.354    51.69     81.417 1.396  9  --- 277.69209823701 0.1385 -12.26301336335 0.1754 4153050134764998528   0.3942  0.2186   0.666 0.315  -1.05  0.313 0      1383.2        2.5364  17.8361 0.002        484.22         9.3679   18.6388 0.021        1447.0       17.773    16.8607 0.0133  1.778     ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.3016 -0.2791  0.2618  1267.009   117.399   170.397 1.352 11  --- 277.59691885716 0.0549 -12.33072683618 0.0593 4153043743836501504   0.2994  0.0746   0.389 0.109  -0.622 0.103 0      5666.2        4.4721  16.3051 0.0009      2057.0         17.522    17.0683 0.0092       5601.1       32.871    15.3912 0.0064  1.6771    ---   ---  4194.33 ---    ---      ---      ---     0.9   Dias_6 
 0.1328 -0.4391  0.3748  1140.862    60.769   136.734 1.392 10  --- 277.72779144355 0.0764 -12.26420928361 0.0974 4153049447553327744   0.4738  0.1257  -0.029 0.16   -0.301 0.148 0      3482.9        3.0528  16.8335 0.001       1142.0         18.792    17.7073 0.0179       3707.5       27.115    15.8392 0.0079  1.868     ---   ---  3975.0  2.5243 1.306    ---      ---     0.1   Dias_6 
 0.2026 -0.3616  0.3442  1943.629   357.675   487.529 1.345 10  --- 277.60363868391 0.0387 -12.41074133938 0.037  4153040793219523840   0.3824  0.0516   0.629 0.072  -0.609 0.069 0     16990.0        8.7415  15.1129 0.0006      5959.5         16.662    15.9134 0.003       16901.0       34.666    14.1922 0.0022  1.7212    ---   ---  4153.75 ---    ---      5.1      6.97    1.0   Dias_6 
-0.0466 -0.4951  0.403    875.53     94.863   103.25  1.391 10  --- 277.58088537621 0.0992 -12.22406191742 0.1194 4153048519840543488   0.4401  0.1545   0.492 0.204  -0.681 0.172 0      2362.2        2.6981  17.2551 0.0012       870.16         9.1728   18.0024 0.0114       2415.1       23.391    16.3046 0.0105  1.6978    ---   ---     ---  ---    ---      ---      ---     0.9   Dias_6 
 0.1942 -0.3998  0.3701  1289.064    91.493   255.183 1.357 10  --- 277.64425991409 0.0477 -12.22874691074 0.0552 4153053437603994880   0.4764  0.0724   0.351 0.098  -1.354 0.094 0      9849.2        7.6406  15.7049 0.0008      3292.7         35.988    16.5575 0.0119      10074.0       39.476    14.754  0.0043  1.8035    ---   ---  4012.67 ---    ---      ---      ---     0.1   Dias_6 
 0.3742 -0.2911  0.2403   708.613    58.908   133.678 1.407 11  --- 277.58975784154 0.1098 -12.29835911667 0.1171 4153046904956524672   0.4311  0.1438  -0.104 0.214  -0.988 0.203 0      1679.3        2.3699  17.6255 0.0015       584.71         9.9258   18.434  0.0184       1777.4       13.296    16.6374 0.0081  1.7966    ---   ---     ---  ---    ---      ---      ---     0.4   Dias_6 
 0.482  -0.496   0.0452   667.094    48.664    93.983 1.379  9  --- 277.76957398281 0.1384 -12.29899165007 0.1321 4153049108253539968   0.3627  0.1445   0.741 0.262  -0.504 0.227 0      1916.4        2.8728  17.4821 0.0016       755.06        15.516    18.1564 0.0223       1887.3       20.082    16.5723 0.0116  1.5841    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.2942 -0.3097  0.2415   574.87      ---       ---   ---   11  --- 277.64044695926 0.1269 -12.32387704843 0.1358 4153043988652888960   0.2181  0.1682   0.526 0.246  -0.542 0.231 0      1518.2        2.641   17.735  0.0019         ---          ---       ---    ---             ---        ---       ---    ---     ---       ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.1814 -0.2419  0.2391  1171.946   140.768   235.812 1.366 11  --- 277.63753991043 0.0492 -12.32989110277 0.0514 4153043610693065600   0.2571  0.0656   0.482 0.096  -0.582 0.089 0      8551.1        7.2965  15.8583 0.0009      3436.5         24.412    16.5111 0.0077       8241.1       34.948    14.972  0.0046  1.5391    ---   ---  4367.25 ---    ---      ---      ---     0.8   Dias_6 
 0.5088 -0.2409  0.2296   656.986    39.296   130.243 1.454 10  --- 277.65718138873 0.1133 -12.32920810898 0.1222 4153043228440424960   0.2177  0.1441   0.669 0.239  -0.524 0.25  0      1695.4        2.5805  17.6152 0.0017       523.72        13.328    18.5536 0.0276       1941.6       14.907    16.5415 0.0083  2.0121    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.0017 -0.4813  0.432   1434.391    97.124   134.927 1.343  9  --- 277.77639541774 0.0528 -12.18916458283 0.0636 4153052338092807680   0.3023  0.0843  -0.09  0.111  -0.612 0.103 0      7517.7        5.2411  15.9981 0.0008      3371.7         34.715    16.5318 0.0112       6725.2       49.844    15.1927 0.008   1.3391    ---   ---  4704.5  ---    ---      ---      ---     0.1   Dias_6 
 0.2543 -0.3432  0.253    910.532    56.536   166.662 1.388 10  --- 277.5163868972  0.0944 -12.29209102982 0.0966 4153047076731257600   0.5262  0.1235   0.232 0.175  -0.224 0.155 0      2271.2        2.4943  17.2977 0.0012       823.16        14.56     18.0627 0.0192       2329.1       13.975    16.3439 0.0065  1.7188    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.2816 -0.251   0.1693   613.461    61.529   150.502 1.502 10  --- 277.47739400592 0.1013 -12.38300682676 0.0949 4153044568470071552   0.2985  0.1136   0.446 0.182  -0.746 0.159 0      2948.0        4.8055  17.0146 0.0018       988.98        16.074    17.8634 0.0176       3438.0       22.844    15.9211 0.0072  1.9423    ---   ---  4044.52 ---    ---      ---      ---     0.8   Dias_6 
 0.3269 -0.3314  0.2586  1056.073    84.282   144.892 1.44  10  --- 277.58030817756 0.1055 -12.42367675258 0.1087 4153040965018221824   0.3723  0.1383  -0.204 0.199  -0.275 0.185 0      2332.8        2.209   17.2687 0.001        649.88         7.7107   18.3193 0.0129       2708.4       18.692    16.1802 0.0075  2.1392    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.2384 -0.2981  0.2161   626.356    33.29     29.291 1.435 11  --- 277.63382951424 0.1312 -12.2826450148  0.1362 4153044366633031680   0.5271  0.1688   0.098 0.25   -0.18  0.231 0      1421.8        2.2699  17.8063 0.0017       536.43        16.114    18.5276 0.0326       1504.2       51.352    16.8187 0.0371  1.7089    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.3953 -0.3684  0.1917  1850.975   259.69    299.421 1.358 11  --- 277.6766172804  0.0478 -12.34104027687 0.048  4153043164042106368   0.4212  0.0544   0.336 0.09   -0.681 0.084 0     16988.0        9.1776  15.113  0.0006      5334.6         20.542    16.0336 0.0042      17736.0       59.234    14.1398 0.0036  1.8939    ---   ---  4315.39 ---    ---      4.11     5.268   0.7   Dias_6 
 0.3984 -0.3608  0.212   1449.618   116.971    51.55  1.334 10  --- 277.79709000368 0.0448 -12.2836479489  0.0438 4153037765241614208   0.5466  0.0515   0.644 0.09   -0.997 0.086 0     14230.0        9.8161  15.3054 0.0007      7274.5         62.191    15.6969 0.0093      11702.0      227.01     14.5913 0.0211  1.1056    ---   ---  4987.0  ---    ---      1.93     2.083   0.1   Dias_6 
 0.126  -0.4427  0.3994   549.311    31.342   125.11  1.46  10  --- 277.71469585376 0.1378 -12.17217483602 0.1755 4153054124775970688   0.3702  0.2268   0.304 0.297  -0.842 0.279 0      1463.3        2.6638  17.7751 0.002        570.41        18.199    18.4609 0.0346       1565.7       12.515    16.7751 0.0087  1.6858    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.2191 -0.2266  0.1824   691.125    75.336    28.661 1.637 10  --- 277.57271326476 0.1026 -12.43379254845 0.1068 4153040380902667392   0.3764  0.1342   0.098 0.192  -0.382 0.171 0      2317.8        3.3536  17.2757 0.0016       771.06        10.235    18.1337 0.0144       3022.6      105.46     16.061  0.0379  2.0727    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.4012 -0.3165  0.2446   609.716   104.555   100.495 1.477 10  --- 277.62174609844 0.1421 -12.26197906219 0.1446 4153047424649771008   0.2906  0.1729  -0.092 0.267  -1.075 0.256 0      1349.2        2.2129  17.8632 0.0018       527.68         5.0469   18.5455 0.0104       1465.1       14.579    16.8473 0.0108  1.6982    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.1862 -0.3134  0.2822   661.2      28.696   122.886 1.5    9  --- 277.50806836032 0.1397 -12.34786711316 0.1303 4153045156906409856   0.5452  0.1708  -0.0   0.258  -1.011 0.214 0      1924.2        2.9102  17.4777 0.0016       727.97        25.368    18.1961 0.0378       2159.0       17.569    16.4263 0.0088  1.7698    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.2998 -0.2699  0.2778  1472.687   256.86    395.118 1.284 11  --- 277.58244386125 0.0458 -12.25375383387 0.0477 4153047596448496128   0.4085  0.06     0.295 0.092  -0.441 0.089 0      8502.1        5.7732  15.8646 0.0007      3653.6         14.224    16.4446 0.0042       7259.0       18.372    15.1097 0.0027  1.3349    ---   ---  4799.43 ---    ---      ---      ---     0.9   Dias_6 
 0.2718 -0.2671  0.281   1263.762   375.062   479.891 1.304 11  --- 277.59344348007 0.0384 -12.28619057094 0.0396 4153046909253697152   0.3051  0.0498   0.427 0.077  -1.495 0.074 0     16373.0       12.955   15.1531 0.0009      7136.0         19.026    15.7178 0.0029      14209.0       29.609    14.3805 0.0023  1.3373    ---   ---  4789.25 ---    ---      ---      ---     0.2   Dias_6 
 0.3434 -0.2967  0.2365   887.043    91.549   181.728 1.353 11  --- 277.53462354425 0.0769 -12.29733324062 0.0816 4153047012332301696   0.3129  0.0999  -0.02  0.149  -0.138 0.138 0      3155.2        3.557   16.9408 0.0012      1098.6         12.0      17.7493 0.0119       3169.9       17.443    16.0093 0.006   1.7399    ---   ---  4168.5  2.6297 1.311    ---      ---     0.1   Dias_6 
 0.1845 -0.2121  0.2161   837.889    76.928   229.392 1.383  9  --- 277.51883531315 0.0901 -12.3339807335  0.0848 4153045186945506432   0.2914  0.1069   0.191 0.17   -1.58  0.151 0      3312.0        3.9528  16.8881 0.0013      1128.0         14.662    17.7207 0.0141       3453.8       15.056    15.9162 0.0047  1.8045    ---   ---  3993.0  ---    ---      ---      ---     0.1   Dias_6 
 0.3054 -0.2874  0.2668  1134.937   221.765   347.351 1.342 11  --- 277.6127478899  0.0519 -12.35632038887 0.0559 4153043473279147776   0.246   0.0706   0.382 0.103  -0.785 0.097 0      6346.1        5.5916  16.1821 0.001       2293.3         10.341    16.9502 0.0049       6223.4       17.917    15.2768 0.0031  1.6734    ---   ---  4161.0  ---    ---      ---      ---     0.8   Dias_6 
 0.2455 -0.446   0.3186   831.272    53.661   113.039 1.394 10  --- 277.69717172596 0.1136 -12.26774842086 0.138  4153050066045573120   0.295   0.1698   0.259 0.227  -0.543 0.207 0      2351.8        2.8291  17.2599 0.0013       894.57        16.671    17.9724 0.0202       2384.8       21.097    16.3183 0.0096  1.6541    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.3502 -0.2408  0.1865  1126.873    96.623   237.919 1.376 11  --- 277.62327219852 0.0791 -12.40483005549 0.0812 4153040930658468608   0.3681  0.0922   0.621 0.15   -1.387 0.137 0      3677.4        3.2634  16.7745 0.001       1217.2         12.598    17.638  0.0112       3841.8       16.147    15.8006 0.0046  1.8374    ---   ---  4000.0  ---    ---      ---      ---     0.2   Dias_6 
 0.485  -0.177   0.3175  1367.818   176.108   383.102 1.282 10  --- 277.61395536475 0.0469 -12.28417666805 0.0488 4153044332273306752   0.4945  0.0609   0.468 0.102  -0.468 0.111 0      8863.1        6.4798  15.8194 0.0008      3877.0         22.015    16.3802 0.0062       7481.2       19.528    15.077  0.0028  1.3032    ---   ---  4773.87 ---    ---      1.89     1.673   0.8   Dias_6 
 0.3876 -0.3061  0.204    641.533    14.719   179.23  1.736 10  --- 277.66425092124 0.1819 -12.36794748851 0.1819 4153042545566171264   0.1321  0.2116  -0.14  0.335  -0.655 0.304 0      1666.5        2.5976  17.6339 0.0017       223.25        15.167    19.4794 0.0738       2669.3       14.893    16.1959 0.0061  3.2835    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.2907 -0.456   0.1199  1542.657   157.6     378.381 1.288 10  --- 277.77936477944 0.0564 -12.35096400769 0.0562 4153036841850139008   0.4425  0.0651   0.398 0.108  -1.27  0.092 0      7939.0        5.1463  15.9389 0.0007      3662.4         23.239    16.442  0.0069       6564.7       17.349    15.2189 0.0029  1.2231    ---   ---  4876.64 ---    ---      ---      ---     0.1   Dias_6 
 0.3808 -0.2856  0.2139  1247.177   154.336   338.929 1.313 11  --- 277.65853328381 0.0522 -12.38496121808 0.0548 4153042369446809472   0.4177  0.0634   0.396 0.1    -0.388 0.094 0      7771.2        6.231   15.9622 0.0009      3024.7         19.598    16.6497 0.007        7177.3       21.176    15.122  0.0032  1.5277    ---   ---  4323.67 ---    ---      ---      ---     1.0   Dias_6 
 0.4368 -0.3299  0.3479   689.733    21.452   129.193 1.694  9  --- 277.6269991123  0.1455 -12.3915528974  0.1768 4153040930658475264   0.1817  0.2381   0.43  0.315  -0.629 0.327 0      1921.9        2.7864  17.479  0.0016       219.36        10.226    19.4985 0.0506       3035.5       23.496    16.0563 0.0084  3.4421    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.2916 -0.3405  0.2676   340.311     ---       ---   ---   10  --- 277.63229941544 0.1272 -12.26913801732 0.129  4153044469712258560   0.2046  0.1672   0.998 0.239   0.125 0.225 0      1678.8        4.9333  17.6258 0.0032         ---          ---       ---    ---             ---        ---       ---    ---     ---       ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.3807 -0.2919  0.241   1020.21    125.68    229.868 1.33  11  --- 277.63155176178 0.062  -12.26990071073 0.0637 4153044469712258816   0.3863  0.0754   0.428 0.12   -0.71  0.116 0      5594.2        5.4834  16.319  0.0011      2259.6         17.979    16.9663 0.0086       5180.0       22.534    15.4761 0.0047  1.4902    ---   ---  4392.0  ---    ---      ---      ---     0.6   Dias_6 
 0.1434 -0.4557  0.4012   562.815    26.328    56.298 1.689 10  --- 277.68981002261 0.1341 -12.21588458661 0.1636 4153053506323449984   0.2108  0.2207   0.657 0.281  -0.871 0.26  0      1874.5        3.3307  17.5061 0.0019       565.54        21.48     18.4702 0.0412       2601.5       46.209    16.2239 0.0193  2.2464    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.252  -0.2469  0.1979   801.534    56.114   166.882 1.408 10  --- 277.59489400651 0.09   -12.42209932413 0.0954 4153040758859782144   0.3322  0.1184   0.704 0.17   -0.546 0.156 0      2674.4        3.3365  17.1203 0.0014       840.73        14.983    18.0397 0.0193       2924.0       17.521    16.097  0.0065  1.9428    ---   ---     ---  ---    ---      ---      ---     0.7   Dias_6 
 0.3236 -0.2658  0.2682  1136.278   132.974   154.432 1.348 11  --- 277.58437114823 0.0647 -12.26740130631 0.0678 4153047557776240384   0.4175  0.0848   0.338 0.13   -0.457 0.126 0      4164.0        3.6646  16.6396 0.001       1632.5         12.277    17.3193 0.0082       3980.2       25.773    15.7622 0.007   1.5571    ---   ---  4374.33 ---    ---      ---      ---     0.5   Dias_6 
 0.2879 -0.2637  0.2195   944.299    59.637    78.502 1.416 11  --- 277.58947400609 0.1077 -12.35134775731 0.1114 4153043507638909312   0.1838  0.1362   0.34  0.208  -0.354 0.191 0      2314.5        2.451   17.2772 0.0011       680.11        11.404    18.2699 0.0182       2596.7       33.078    16.2259 0.0138  2.0441    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.435  -0.1061  0.255   1123.782   113.812   210.127 1.337 10  --- 277.62747382653 0.0712 -12.31809042108 0.0749 4153043679437599872   0.2353  0.0935   0.592 0.151  -0.464 0.142 0      3995.6        3.5555  16.6844 0.001       1463.5         12.859    17.4379 0.0095       3876.8       18.45     15.7907 0.0052  1.6472    ---   ---  4211.0  ---    ---      ---      ---     0.9   Dias_6 
 0.2543 -0.2782  0.2703  1725.32    238.573   351.563 1.289 11  --- 277.63411446948 0.0393 -12.27927209791 0.0409 4153044469712248960   0.37    0.0513   0.408 0.078  -0.605 0.074 0     12325.0        7.1438  15.4614 0.0006      5217.5         21.87     16.0577 0.0046      10670.0       30.351    14.6915 0.0031  1.3662    ---   ---  4789.6  ---    ---      ---      ---     1.0   Dias_6 
 0.2663 -0.3883  0.294    575.66     33.519    83.741 1.522 11  --- 277.60501914187 0.1329 -12.33866087838 0.164  4153043541998646272   0.3645  0.2134   0.343 0.265  -0.186 0.244 0      1343.4        2.3337  17.8678 0.0019       509.37        15.196    18.5838 0.0324       1535.8       18.34     16.7961 0.013   1.7877    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.4132 -0.3982  0.2384   909.547    89.062   265.921 1.341  9  --- 277.69865975515 0.0855 -12.35492393685 0.0921 4153042923523906944   0.331   0.1037   0.142 0.145  -0.775 0.135 0      5120.8        5.6301  16.415  0.0012      1866.1         20.953    17.174  0.0122       5000.2       18.803    15.5144 0.0041  1.6596    ---   ---  4269.0  ---    ---      ---      ---     0.5   Dias_6 
 0.1975 -0.4533  0.376    806.811    51.207    66.266 1.447  9  --- 277.54467298812 0.0902 -12.3881258007  0.1125 4153041854050725504   0.549   0.1571   0.427 0.183  -0.424 0.17  0      2567.7        3.1825  17.1645 0.0013       858.9         16.773    18.0165 0.0212       2855.7       43.094    16.1227 0.0164  1.8939    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.3862 -0.2733  0.2434  1052.396   234.914   332.289 1.295 11  --- 277.60716873682 0.0442 -12.33773050494 0.0459 4153043541998645376   0.1639  0.0549   0.471 0.087  -0.574 0.084 0     10706.0       10.173   15.6143 0.001       4456.0         18.969    16.229  0.0046       9405.8       28.306    14.8284 0.0033  1.4006    ---   ---  4772.93 ---    ---      ---      ---     0.8   Dias_6 
 0.2579 -0.2772  0.2628  1588.659   111.179   154.333 1.357 11  --- 277.62691462693 0.0466 -12.33273392132 0.0489 4153043576333348096   0.3653  0.0613   0.338 0.092  -0.743 0.088 0      8298.8        5.2238  15.8908 0.0007      3097.3         27.859    16.6239 0.0098       8166.9       52.918    14.9818 0.007   1.6421    ---   ---  4357.3  ---    ---      ---      ---     1.0   Dias_6 
 0.3363 -0.2655  0.2708  1132.199   225.567   202.417 1.356 11  --- 277.57433898267 0.0605 -12.31682831258 0.0637 4153043812572032512   0.3656  0.0805   0.675 0.12   -0.671 0.115 0      5471.6        4.8327  16.3431 0.001       2079.0          9.2167   17.0568 0.0048       5342.6       26.394    15.4425 0.0054  1.6142    ---   ---  4309.5  ---    ---      ---      ---     0.6   Dias_6 
 0.3292 -0.2663  0.2756  1442.29    287.401   480.769 1.324 11  --- 277.62631640638 0.0409 -12.33156004794 0.0431 4153043610718113024   0.3366  0.0545   0.38  0.082  -0.563 0.08  0     10714.0        7.4282  15.6135 0.0008      4066.1         14.148    16.3284 0.0038      10117.0       21.044    14.7492 0.0023  1.5792    ---   ---  4300.14 ---    ---      ---      ---     1.0   Dias_6 
 0.2004 -0.1523  0.1842  1511.576   268.447   365.582 1.312 11  --- 277.62140561692 0.0478 -12.34303851362 0.052  4153043572037779328   0.2924  0.0643   0.522 0.096  -0.504 0.089 0      8475.7        5.6072  15.8679 0.0007      3263.1         12.156    16.5673 0.004        7853.7       21.483    15.0242 0.003   1.5431    ---   ---  4307.19 ---    ---      ---      ---     0.9   Dias_6 
 0.2559 -0.2808  0.2633  1933.882   309.127   670.913 1.337 11  --- 277.60795298507 0.0317 -12.34816194387 0.0335 4153043473279159936   0.2252  0.0419   0.403 0.063  -0.754 0.06  0     22337.0       11.55    14.8158 0.0006      7581.5         24.526    15.652  0.0035      22273.0       33.199    13.8925 0.0016  1.7595    ---   ---  4076.41 1.069  0.519    ---      ---     1.0   Dias_6 
 0.4976 -0.1588  0.1863   605.288    33.917   132.206 1.578 10  --- 277.64294733789 0.1236 -12.3626023243  0.1378 4153042747420737536   0.2363  0.1626   0.759 0.262  -0.219 0.268 0      1689.8        2.7918  17.6188 0.0018       600.39        17.702    18.4053 0.032        2065.7       15.625    16.4742 0.0082  1.9311    ---   ---     ---  ---    ---      ---      ---     0.5   Dias_6 
 0.2885 -0.2775  0.2728  1437.429   225.062   377.963 1.283 11  --- 277.61143667384 0.0429 -12.29270948524 0.0448 4153044332273300992   0.3865  0.056    0.291 0.085  -0.547 0.082 0      9873.4        6.8688  15.7022 0.0008      4228.4         18.788    16.286  0.0048       8442.2       22.336    14.9458 0.0029  1.3402    ---   ---  4888.33 ---    ---      ---      ---     0.9   Dias_6 
 0.1827 -0.3814  0.3731  1493.39    193.888   573.183 1.336 10  --- 277.59581911499 0.0373 -12.36063028263 0.0443 4153043438919420544   0.4935  0.059    0.245 0.077  -0.571 0.073 0     15589.0       10.439   15.2063 0.0007      5626.2         29.018    15.9758 0.0056      15198.0       26.516    14.3074 0.0019  1.6684    ---   ---  4201.22 ---    ---      3.65     3.738   0.7   Dias_6 
