  pmRApmDEcor    PlxpmRAcor   PlxpmDEcor    RFG        RFBP          RFRP       E_BR_RP_      Nper          __Fe_H_temp    RA_ICRS       e_RA_ICRS         DE_ICRS       e_DE_ICRS         Source        Plx         e_Plx         pmRA        e_pmRA        pmDE        e_pmDE        Dup          FG          e_FG    Gmag        e_Gmag         FBP      e_FBP       BPmag       e_BPmag        FRP         e_FRP          RPmag      e_RPmag    BP-RP       RV      e_RV    Teff     AG    EBR-RP_    Rad     Lum    Pmemb    Cluster    
 0.2603 -0.251   0.2657  1141.411    72.232   185.134 1.377 10  --- 277.55091143241 0.068  -12.34295801762 0.0676 4153042270688363904   0.4036  0.0874   0.345 0.131  -0.476 0.122 0      4307.0        3.7734  16.6029 0.001       1428.7         19.779    17.4641 0.015        4503.1       24.323    15.6281 0.0059  1.8359    ---   ---  3969.5  ---    ---      ---      ---     0.9   Dias_6 
 0.1933 -0.1277  0.1148   576.291    67.364   243.658 1.358 10  --- 277.4692828286  0.1267 -12.34732874835 0.1218 4153045049506510336   0.5353  0.1462  -0.023 0.242  -0.472 0.213 0      1734.4        3.0096  17.5905 0.0019       731.81        10.864    18.1904 0.0161       1623.2        6.6616   16.736  0.0045  1.4544    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.2971 -0.2635  0.2774  2534.773   276.927   576.143 1.415 11 -1.5 277.56599059205 0.0325 -12.33128741212 0.0337 4153043782516851200   0.284   0.0425   0.522 0.065  -0.67  0.062 0     35595.0       14.043   14.3099 0.0004      8642.4         31.208    15.5098 0.0039      41723.0       72.418    13.211  0.0019  2.2988    6.24  5.18 3491.5  1.944  0.9665   ---      ---     1.0   Dias_6 
 0.1956 -0.2516  0.2825  1157.398   357.21    483.466 1.291 11  --- 277.59771367709 0.0423 -12.29467103765 0.0429 4153046909253048320   0.2245  0.0556   0.579 0.082  -0.554 0.076 0     13071.0       11.294   15.3976 0.0009      5471.2         15.316    16.0062 0.003       11409.0       23.598    14.6188 0.0022  1.3874    ---   ---  4761.67 ---    ---      ---      ---     0.9   Dias_6 
 0.1024 -0.4292  0.2413  1595.983   234.366   352.901 1.299 10  --- 277.82100379429 0.0472 -12.34187072321 0.0492 4153036253421958656   0.3999  0.0602   0.607 0.093  -1.486 0.08  0      8844.0        5.5414  15.8217 0.0007      3869.3         16.51     16.3823 0.0046       7619.6       21.591    15.0571 0.0031  1.3252    ---   ---  4777.0  ---    ---      ---      ---     0.1   Dias_6 
 0.3447 -0.3355  0.3744   910.85    122.28    123.819 1.309  9  --- 277.71678653424 0.066  -12.23152262299 0.0805 4153050654465130624   0.4898  0.1043   0.43  0.146  -0.991 0.153 0      4714.6        5.176   16.5048 0.0012      2020.7         16.525    17.0876 0.0089       4150.0       33.517    15.7168 0.0088  1.3708    ---   ---  4770.33 ---    ---      ---      ---     0.1   Dias_6 
 0.2774 -0.2787  0.2626  1191.962   104.697   109.75  1.34  11  --- 277.61660729832 0.0601 -12.32194909089 0.063  4153043679438242816   0.3107  0.0791   0.633 0.119  -0.55  0.113 0      5511.1        4.6236  16.3353 0.0009      2202.6         21.038    16.9941 0.0104       5183.9       47.233    15.4753 0.0099  1.5188    ---   ---  4451.99 ---    ---      ---      ---     0.7   Dias_6 
 0.2175 -0.2993  0.2396   767.962    44.077    45.965 1.442 10  --- 277.64772258433 0.1368 -12.29309665783 0.1339 4153044091755103360   0.4194  0.1718   0.571 0.253  -0.674 0.233 0      1644.4        2.1413  17.6483 0.0014       614.91        13.951    18.3794 0.0246       1757.0       38.225    16.65   0.0236  1.7294    ---   ---     ---  ---    ---      ---      ---     0.4   Dias_6 
 0.1842 -0.203   0.2237  3100.608   377.524   349.793 1.298 11  --- 277.6371053543  0.0274 -12.32548822142 0.0292 4153043610718747392   0.3251  0.0362   0.354 0.055  -0.339 0.051 0     44716.0       14.422   14.0622 0.0004     18238.0         48.31     14.6989 0.0029      39807.0      113.8      13.262  0.0031  1.4369    ---   ---  4418.0  ---    ---      8.04    22.195   0.6   Dias_6 
 0.2892 -0.1825  0.2104   914.056    61.75     70.939 1.469 11  --- 277.60031653683 0.0757 -12.32395758356 0.083  4153043851236309760   0.3941  0.1032   0.358 0.15   -0.963 0.139 0      3799.1        4.1563  16.7392 0.0012      1431.4         23.181    17.462  0.0176       4148.0       58.474    15.7173 0.0153  1.7447    ---   ---  4235.0  ---    ---      ---      ---     0.7   Dias_6 
 0.312  -0.2921  0.2354   731.396    51.425   142.8   1.369 11  --- 277.62292239905 0.098  -12.27052708602 0.1038 4153047420328720000   0.3877  0.1261   0.444 0.191  -0.562 0.181 0      2122.1        2.9014  17.3715 0.0015       780.73        15.182    18.1201 0.0211       2124.9       14.88     16.4436 0.0076  1.6766    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.2859 -0.3722  0.2703   714.983    62.894   104.259 1.386 11  --- 277.64789221059 0.1062 -12.34451096209 0.1087 4153042854803843584   0.2632  0.1404   0.662 0.197  -0.782 0.181 0      2201.6        3.0793  17.3315 0.0015       712.92        11.335    18.2188 0.0173       2338.5       22.43     16.3396 0.0104  1.8792    ---   ---     ---  ---    ---      ---      ---     0.8   Dias_6 
 0.292  -0.187   0.1715  2647.543   304.532   508.795 1.407 11  --- 277.6273760333  0.0274 -12.34992640106 0.0289 4153042816123510144   0.266   0.034    0.35  0.054  -0.602 0.05  0     68529.0       25.884   13.5987 0.0004     16912.0         55.535    14.7809 0.0036      79499.0      156.25     12.511  0.0021  2.2699    ---   ---  3739.22 1.709  0.858    ---      ---     0.9   Dias_6 
 0.0629 -0.5124  0.4245   474.243    29.188    79.666 1.487 10  --- 277.70012050732 0.1276 -12.22133748829 0.1644 4153050929320195712   0.4122  0.2225   0.287 0.27   -0.638 0.245 0      1369.4        2.8874  17.8471 0.0023       532.29        18.237    18.536  0.0372       1504.2       18.882    16.8186 0.0136  1.7174    ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.2    -0.2341  0.2541  1114.289    74.151   203.175 1.369 10  --- 277.54730837688 0.0649 -12.34283431985 0.0643 4153042270688366848   0.2485  0.0821   0.568 0.126  -0.513 0.117 0      4944.2        4.4371  16.4531 0.001       1690.8         22.802    17.2812 0.0146       5079.3       25.0      15.4974 0.0053  1.7838    ---   ---  4103.0  ---    ---      ---      ---     0.7   Dias_6 
 0.2116 -0.1688  0.1956  1255.906   209.298   685.498 1.31  11  --- 277.6017581656  0.0497 -12.32871596061 0.0539 4153043851236939904   0.2565  0.0667   0.584 0.1    -0.66  0.093 0      7766.6        6.1841  15.9628 0.0009      3071.2         14.674    16.6331 0.0052       7106.2       10.367    15.1328 0.0016  1.5003    ---   ---  4411.0  ---    ---      ---      ---     1.0   Dias_6 
 0.1448 -0.2817  0.195    629.697   163.018   118.646 1.28  10  --- 277.48371409396 0.0281 -12.32981737414 0.0287 4153045431784347392   0.4048  0.0357  -0.043 0.053  -0.836 0.045 0     53552.0       85.044   13.8664 0.0017     24022.0        147.36     14.3999 0.0067      44527.0      375.29     13.1404 0.0092  1.2595    ---   ---  4849.0  ---    ---      5.45    14.778   0.2   Dias_6 
 0.3472 -0.2294  0.2186   823.118    56.967   158.953 1.414 11  --- 277.57550341027 0.105  -12.30767091512 0.1123 4153046767493561216   0.36    0.1371   0.288 0.207  -0.543 0.195 0      2306.6        2.8022  17.281  0.0013       796.27        13.978    18.0987 0.0191       2465.0       15.508    16.2824 0.0068  1.8164    ---   ---     ---  ---    ---      ---      ---     0.8   Dias_6 
 0.1909 -0.2721  0.2491   983.711   102.94    104.31  1.373 10  --- 277.64391705517 0.0883 -12.2899996202  0.0861 4153044297913539328   0.3907  0.1107   0.269 0.166  -0.69  0.154 0      3202.6        3.2556  16.9246 0.0011      1190.8         11.568    17.6618 0.0105       3206.5       30.74     15.9968 0.0104  1.665     ---   ---  4269.0  3.0177 1.5382   ---      ---     0.6   Dias_6 
 0.2987 -0.3243  0.2371   760.857    76.501    77.427 1.353 11  --- 277.64647458098 0.0974 -12.30531301297 0.1039 4153044087433967616   0.5388  0.1277   0.746 0.186   0.283 0.175 0      2147.7        2.8227  17.3584 0.0014       849.91        11.11     18.028  0.0142       2056.4       26.56     16.4791 0.014   1.5488    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.344  -0.2939  0.2696  1004.744   170.438   304.98  1.338 10  --- 277.52848865547 0.0593 -12.30643650973 0.0609 4153045530542980992   0.3045  0.0771   0.638 0.115  -0.827 0.109 0      5486.8        5.4609  16.3401 0.0011      1935.0         11.353    17.1347 0.0064       5408.2       17.733    15.4293 0.0036  1.7054    ---   ---  4142.55 ---    ---      ---      ---     0.8   Dias_6 
 0.4506 -0.4712  0.1727   777.605    45.681   132.958 1.383  9  --- 277.72998107741 0.1304 -12.30015949886 0.1434 4153049039557360640   0.2235  0.1558   0.574 0.24   -0.608 0.216 0      2710.4        3.4856  17.1058 0.0014       911.94        19.963    17.9515 0.0238       2837.0       21.338    16.1298 0.0082  1.8217    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.2115 -0.2354  0.2581  1430.47    343.895   163.547 1.336 11  --- 277.62404440718 0.0439 -12.33379670339 0.045  4153043576336045824   0.3052  0.0553   0.435 0.089  -0.749 0.085 0     10521.0        7.3551  15.6332 0.0008      4452.5         12.947    16.2299 0.0032       9603.7       58.721    14.8058 0.0066  1.4241    ---   ---  4503.96 ---    ---      ---      ---     1.0   Dias_6 
 0.4625 -0.3782  0.1693   583.96     34.344    85.456 1.479 11  --- 277.68558351427 0.189  -12.34796413834 0.1928 4153042953562461696   0.3101  0.2008   0.574 0.329  -0.793 0.306 0      1194.8        2.046   17.9952 0.0019       377.26        10.985    18.9098 0.0316       1390.4       16.27     16.9041 0.0127  2.0057    ---   ---     ---  ---    ---      ---      ---     0.4   Dias_6 
-0.0666 -0.5847  0.1967   781.822    88.33     69.077 1.412  8  --- 277.80421193066 0.1518 -12.35628448954 0.1276 4153036120295597824   0.289   0.1362   0.553 0.305  -0.338 0.211 0      2339.4        2.9922  17.2656 0.0014       930.09        10.53     17.9301 0.0123       2373.1       34.355    16.3236 0.0157  1.6065    ---   ---     ---  ---    ---      ---      ---     0.4   Dias_6 
 0.254  -0.2781  0.2789  2497.329   454.226   739.244 1.323 11  --- 277.6005359448  0.0313 -12.3503257273  0.033  4153043503318274176   0.304   0.0415   0.492 0.062  -0.556 0.06  0     23281.0        9.3224  14.7709 0.0004      8432.0         18.563    15.5366 0.0024      22370.0       30.26     13.8878 0.0015  1.6488    ---   ---  4302.67 1.1128 0.5625   ---      ---     1.0   Dias_6 
 0.3224 -0.3969  0.2335  2116.623   515.903   968.153 1.279  9  --- 277.60717713202 0.0429 -12.3027908738  0.0477 4153043954315536128   0.3018  0.0636   0.578 0.085  -0.548 0.072 0     25738.0       12.16    14.6619 0.0005     11155.0         21.622    15.2327 0.0021      21765.0       22.481    13.9175 0.0011  1.3152    ---   ---  4851.0  ---    ---      ---      ---     1.0   Dias_6 
 0.2177 -0.255   0.2194  1015.958   154.752   253.914 1.368 11  --- 277.62991154067 0.0756 -12.30640201902 0.0763 4153044053074227712   0.3807  0.0899   0.998 0.147  -0.871 0.135 0      4266.2        4.1991  16.6133 0.0011      1517.5          9.8062   17.3985 0.007        4318.0       17.006    15.6737 0.0043  1.7248    ---   ---  4117.78 ---    ---      ---      ---     0.4   Dias_6 
 0.2384 -0.3573  0.2098   981.797   105.677   347.541 1.333  9  --- 277.54410578704 0.0565 -12.3771238969  0.0643 4153042060209187840   0.2648  0.0826   0.551 0.102  -0.537 0.09  0      8940.2        9.106   15.81   0.0011      3283.4         31.07     16.5606 0.0103       8632.5       24.839    14.9216 0.0031  1.639     ---   ---  4200.48 ---    ---      ---      ---     1.0   Dias_6 
 0.4437 -0.4731  0.1904   610.853    28.27     46.643 1.419  9  --- 277.74595069657 0.1632 -12.2725499635  0.1811 4153049378833795840   0.4703  0.1935   0.017 0.3    -0.344 0.271 0      1799.6        2.9461  17.5504 0.0018       722.65        25.563    18.2041 0.0384       1831.6       39.269    16.6048 0.0233  1.5992    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
-0.0122 -0.3813  0.328    864.867    58.291   135.689 1.344  9  --- 277.60563859636 0.0918 -12.197633894   0.1157 4153054468396647936   0.538   0.1494   0.233 0.184  -0.643 0.16  0      2887.0        3.3381  17.0372 0.0013      1084.4         18.603    17.7634 0.0186       2795.8       20.605    16.1456 0.008   1.6178    ---   ---  4268.59 ---    ---      ---      ---     0.7   Dias_6 
 0.3578 -0.2847  0.2402   776.195   120.279   342.854 1.325 11  --- 277.59580247337 0.0461 -12.30542664231 0.0482 4153043919955803648   0.3468  0.0587   0.223 0.09   -0.459 0.086 0      9074.3       11.691   15.7938 0.0014      3477.1         28.908    16.4984 0.009        8542.1       24.915    14.933  0.0032  1.5653    ---   ---  4365.0  ---    ---      ---      ---     0.7   Dias_6 
 0.1492 -0.1284  0.1048   841.005    35.558   125.781 1.447 10  --- 277.48006141444 0.0886 -12.41278929764 0.0796 4153041583493593728   0.295   0.0974   0.51  0.161  -0.388 0.137 0      2851.6        3.3907  17.0506 0.0013       771.26        21.691    18.1334 0.0305       3353.9       26.664    15.9481 0.0086  2.1853    ---   ---  3714.25 2.644  1.3545   ---      ---     0.6   Dias_6 
 0.3053 -0.2422  0.2538  1031.901   188.908   321.805 1.359 11  --- 277.61186094309 0.0809 -12.32910885177 0.0833 4153043645077864192   0.4768  0.1041   0.497 0.161  -0.501 0.152 0      4020.2        3.8959  16.6778 0.0011      1519.2          8.0417   17.3974 0.0057       3945.9       12.262    15.7716 0.0034  1.6258    ---   ---  4322.0  ---    ---      ---      ---     0.7   Dias_6 
 0.2625 -0.4806  0.3122  1110.856   111.381   268.507 1.313 10  --- 277.77161757479 0.0763 -12.26647845119 0.093  4153049589313170816   0.2706  0.1102   0.06  0.149  -1.495 0.134 0      5113.3        4.603   16.4166 0.001       2251.3         20.212    16.9703 0.0097       4461.5       16.616    15.6382 0.004   1.3321    ---   ---  4661.49 ---    ---      ---      ---     0.2   Dias_6 
 0.3936 -0.287   0.4244   503.886    35.35    128.824 1.334  9  --- 277.61549949707 0.0759 -12.23641324107 0.0908 4153047733887439744   0.2388  0.1229   0.642 0.172  -0.32  0.19  0      3442.9        6.8328  16.846  0.0022      1356.8         38.383    17.5201 0.0307       3234.8       25.11     15.9873 0.0084  1.5328    ---   ---  4474.2  ---    ---      ---      ---     0.4   Dias_6 
 0.3062 -0.2142  0.1824   841.446    22.321    95.875 1.412 11  --- 277.61693858826 0.1092 -12.3380739     0.1187 4153043572054230400   0.3608  0.1441  -0.008 0.21   -0.635 0.194 0      2185.6        2.5975  17.3394 0.0013       790.96        35.435    18.106  0.0486       2294.9       23.936    16.36   0.0113  1.746     ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.2517 -0.3663  0.2828   658.194    54.726   111.638 1.434 11  --- 277.63066636926 0.1354 -12.29706305056 0.1358 4153044293601127168   0.2305  0.1781   0.963 0.254  -0.414 0.236 0      1613.2        2.4509  17.6692 0.0016       628.35        11.482    18.3559 0.0198       1685.2       15.095    16.6953 0.0097  1.6606    ---   ---     ---  ---    ---      ---      ---     0.5   Dias_6 
 0.3496 -0.2972  0.2318   694.031    40.547    88.42  1.457 11  --- 277.61299352782 0.1383 -12.32816364078 0.1479 4153043640759416832   0.377   0.1817   0.915 0.266  -0.425 0.249 0      1475.0        2.1253  17.7664 0.0016       522.02        12.874    18.5572 0.0268       1627.4       18.406    16.7332 0.0123  1.824     ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.3721 -0.3059  0.2468   743.131    65.622   135.742 1.39  10  --- 277.52254160548 0.0866 -12.37431145393 0.0895 4153042133249407360   0.4616  0.1114   0.75  0.166  -0.911 0.157 0      2743.1        3.6913  17.0927 0.0015       971.53        14.805    17.8828 0.0165       2841.7       20.934    16.128  0.008   1.7548    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.5125 -0.195   0.3119  1152.302    95.805   141.739 1.31  10  --- 277.60837501606 0.0686 -12.29803034773 0.0734 4153043954315539584   0.271   0.0933   0.613 0.151  -0.41  0.162 0      4281.9        3.7159  16.6093 0.0009      1644.2         17.162    17.3115 0.0113       3965.5       27.977    15.7662 0.0077  1.5453    ---   ---  4420.33 ---    ---      ---      ---     0.7   Dias_6 
 0.181  -0.202   0.2619   149.746    46.411    51.052 1.677 10  --- 277.5666899787  0.2321 -12.39648061752 0.2398 4153041785331224832   0.2828  0.3101   0.427 0.453  -1.339 0.421 0      4383.8       29.275   16.5837 0.0073      1625.3         35.02     17.324  0.0234       5727.5      112.19     15.367  0.0213  1.957     ---   ---  4109.0  ---    ---      ---      ---     0.3   Dias_6 
 0.4447 -0.1672  0.3018  2303.689   191.493   331.224 1.432 10  --- 277.58269639842 0.0359 -12.32016064402 0.0364 4153043816876586880   0.35    0.0446   0.468 0.075  -0.449 0.075 0     38962.0       16.913   14.2118 0.0005      8743.0         45.657    15.4972 0.0057      47067.0      142.1      13.0801 0.0033  2.4171    ---   ---  3379.0  2.209  1.1025  16.73    32.878   1.0   Dias_6 
 0.3395 -0.3406  0.166   2869.689   456.117   979.876 1.313 11  --- 277.54392969137 0.0317 -12.27346648568 0.0326 4153047214170283648   0.3272  0.0367   0.47  0.059  -0.646 0.053 0     33492.0       11.671   14.376  0.0004     12499.0         27.403    15.1092 0.0024      31464.0       32.11     13.5174 0.0011  1.5918    ---   ---  4464.07 1.0705 0.479    6.71    16.094   1.0   Dias_6 
 0.1263 -0.4191  0.3854   940.454    93.432   229.694 1.442 10  --- 277.69883416075 0.0615 -12.21024825865 0.0767 4153050925022282880   0.3837  0.0995  -0.228 0.13   -0.569 0.122 0      5119.1        5.4432  16.4154 0.0012      1552.1         16.612    17.3741 0.0116       5830.6       25.384    15.3476 0.0047  2.0264    ---   ---  3886.76 ---    ---      ---      ---     0.1   Dias_6 
 0.1314 -0.4696  0.3882   688.242    20.992   190.563 1.67  10  --- 277.67193019236 0.1275 -12.28221909266 0.1581 4153044229194046976   0.4269  0.2124   0.289 0.263  -1.426 0.24  0      1855.8        2.6965  17.517  0.0016       261.08        12.437    19.3094 0.0517       2838.7       14.896    16.1291 0.0057  3.1803    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.4516 -0.383   0.2052  1086.211   228.473   420.918 1.31   9  --- 277.56905327427 0.0572 -12.34711050383 0.0649 4153042236328611584   0.3578  0.081    0.46  0.116  -0.549 0.104 0      9508.9        8.7542  15.743  0.001       3690.8         16.154    16.4336 0.0048       8762.1       20.817    14.9054 0.0026  1.5282    ---   ---  4368.33 ---    ---      ---      ---     0.9   Dias_6 
 0.2245 -0.3287  0.3181  1906.921   285.695   602.885 1.296 11  --- 277.64860858176 0.0408 -12.31313522213 0.0404 4153043988675871616   0.3322  0.0538   0.405 0.079  -0.671 0.076 0     15002.0        7.8672  15.248  0.0006      6083.1         21.292    15.8911 0.0038      13361.0       22.162    14.4473 0.0018  1.4437    ---   ---  4411.0  ---    ---      ---      ---     1.0   Dias_6 
 0.5213 -0.1016  0.2659   942.68    114.763   243.656 1.347  9  --- 277.50408615349 0.0658 -12.40731805241 0.0636 4153041549133843584   0.4422  0.0767   0.27  0.139  -1.468 0.147 1      5342.3        5.6671  16.3691 0.0012      1925.9         16.781    17.1398 0.0095       5269.3       21.626    15.4575 0.0045  1.6823    ---   ---  4194.0  ---    ---      ---      ---     0.2   Dias_6 
 0.3386 -0.2975  0.2491   633.268   117.261   156.853 1.336 11  --- 277.60721538165 0.074  -12.3120451718  0.0781 4153043885596053376   0.4332  0.0968   0.356 0.144  -0.889 0.136 0      3373.1        5.3264  16.8683 0.0017      1236.8         10.548    17.6206 0.0093       3269.4       20.844    15.9758 0.0069  1.6449    ---   ---  4224.99 ---    ---      ---      ---     0.5   Dias_6 
 0.3017 -0.2709  0.262   1473.981   234.207   365.695 1.309 11  --- 277.60735792524 0.0387 -12.31504209405 0.0408 4153043885596051584   0.411   0.0511   0.701 0.077  -0.719 0.073 0     12451.0        8.4474  15.4503 0.0007      5104.7         21.796    16.0815 0.0046      11192.0       30.605    14.6396 0.003   1.4418    ---   ---  4436.76 ---    ---      3.31     3.836   0.6   Dias_6 
 0.0755 -0.486   0.3781  2959.359   364.87    497.215 1.382  7  --- 277.80434864491 0.0636 -12.23653201487 0.1011 4153051204221397120   0.1834  0.1241   1.247 0.121  -0.963 0.105 0    172500.0       58.288   12.5964 0.0004     43764.0        119.94     13.7486 0.003      194660.0      391.5      11.5387 0.0022  2.2099    ---   ---  4013.0  1.617  0.805    ---      ---     0.1   Dias_6 
 0.065  -0.4136  0.2271  2215.262   354.236   688.825 1.265 10  --- 277.81859398975 0.0354 -12.353795725   0.037  4153036150334247552   0.41    0.0458  -0.175 0.068  -0.066 0.058 0     19873.0        8.9708  14.9427 0.0005      9148.1         25.825    15.4481 0.0031      15987.0       23.209    14.2525 0.0016  1.1955    ---   ---  4890.4  ---    ---      3.2      5.29    0.1   Dias_6 
 0.3306 -0.2347  0.1969   824.62     33.91    163.655 1.506 10  --- 277.53976699652 0.118  -12.43193224477 0.1107 4153040518341643008   0.3936  0.1371   0.606 0.216  -0.141 0.201 0      2207.5        2.677   17.3286 0.0013       581.94        17.161    18.4392 0.032        2741.4       16.751    16.167  0.0066  2.2722    ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.3134 -0.3402  0.2598   770.488    42.221   196.631 1.425 10  --- 277.60044841177 0.1083 -12.417892628   0.1137 4153040793219520000   0.5108  0.1457   0.118 0.204  -0.373 0.19  0      1939.7        2.5175  17.469  0.0014       621.3         14.715    18.3681 0.0257       2142.1       10.894    16.4348 0.0055  1.9333    ---   ---     ---  ---    ---      ---      ---     0.5   Dias_6 
 0.2279 -0.1936  0.233   1011.78      ---       ---   ---   10  --- 277.60444717729 0.0472 -12.3297708926  0.0493 4153043645052896512   0.4609  0.0624   0.243 0.092  -1.588 0.085 0     10061.0        9.9434  15.6818 0.0011         ---          ---       ---    ---             ---        ---       ---    ---     ---       ---   ---     ---  ---    ---      ---      ---     0.3   Dias_6 
 0.4259 -0.2566  0.1532  1021.524    58.798   215.852 1.376 11  --- 277.65210109921 0.1007 -12.37271509806 0.1065 4153042545566175616   0.3884  0.1174   0.344 0.187  -0.678 0.174 0      3031.4        2.9676  16.9842 0.0011       928.53        15.792    17.9319 0.0185       3242.2       15.02     15.9848 0.005   1.9471    ---   ---  3843.44 ---    ---      ---      ---     0.7   Dias_6 
 0.2979 -0.2787  0.3035  2509.511   431.381   751.817 1.346 10  --- 277.65529758419 0.0318 -12.33959521369 0.0324 4153042854804477696   0.349   0.0417   0.338 0.063  -0.511 0.063 0     25642.0       10.218   14.666  0.0004      8507.4         19.721    15.5269 0.0025      26020.0       34.609    13.7237 0.0014  1.8032    ---   ---  3979.0  ---    ---      7.89    14.05    1.0   Dias_6 
-0.2098 -0.5789  0.4468  1619.916   310.76    449.325 1.281  9  --- 277.66674780365 0.0451 -12.23468441828 0.0843 4153053368884498560   0.2674  0.1091   0.59  0.108  -0.779 0.087 0     16437.0       10.147   15.1488 0.0007      7240.1         23.298    15.702  0.0035      13813.0       30.743    14.4112 0.0024  1.2909    ---   ---  4763.79 ---    ---      ---      ---     1.0   Dias_6 
 0.2445 -0.3475  0.2324   576.398   173.118   159.334 1.282 10  --- 277.63735526924 0.0448 -12.40120083402 0.0502 4153040857617970176   0.4395  0.0626   0.705 0.087  -0.236 0.079 0    148430.0      257.52    12.7595 0.0019     62450.0        360.74     13.3626 0.0063     127910.0      802.78     11.9947 0.0068  1.3679    ---   ---  4965.0  0.347  0.178    7.85    33.772   0.2   Dias_6 
-0.0436 -0.411   0.4188  3022.485   326.019   837.201 1.362 10  --- 277.65617675144 0.0334 -12.17221731821 0.0379 4153054227878011264   0.5526  0.0473   0.454 0.07   -0.481 0.065 0     57951.0       19.173   13.7807 0.0004     16475.0         50.534    14.8093 0.0033      62451.0       74.595    12.7731 0.0013  2.0363    ---   ---  4018.28 1.732  0.85     7.26    12.384   0.6   Dias_6 
 0.2966 -0.3195  0.2216   900.319    62.268   170.738 1.353 11  --- 277.55050434307 0.0878 -12.29447911773 0.0922 4153047046692030976   0.2933  0.1117   0.493 0.163  -0.756 0.146 0      2530.4        2.8106  17.1804 0.0012       875.71        14.064    17.9955 0.0174       2549.1       14.93     16.246  0.0064  1.7495    ---   ---     ---  ---    ---      ---      ---     0.6   Dias_6 
 0.1295 -0.4339  0.3937  1064.739    74.21    174.633 1.332 10  --- 277.64521869471 0.0668 -12.2706733993  0.0825 4153044504049123456   0.3478  0.1107   0.337 0.139  -0.585 0.13  0      4202.9        3.9473  16.6295 0.001       1708.3         23.019    17.27   0.0146       3889.2       22.271    15.7873 0.0062  1.4827    ---   ---  4397.9  ---    ---      ---      ---     0.8   Dias_6 
 0.4602 -0.3028  0.1778  1102.239    72.587    98.884 1.391 11  --- 277.64834791868 0.0942 -12.39191539944 0.099  4153042339407734784   0.1493  0.108    0.354 0.174  -0.692 0.163 0      3113.8        2.825   16.9551 0.001       1063.8         14.656    17.7842 0.015        3266.3       33.032    15.9768 0.011   1.8074    ---   ---  4163.08 ---    ---      ---      ---     0.3   Dias_6 
 0.4462 -0.463   0.1125   582.687    57.121    30.802 1.526 10  --- 277.74265691905 0.1643 -12.33610098621 0.1631 4153037181126452224   0.4056  0.1857   0.77  0.318   0.128 0.282 0      1297.8        2.2273  17.9053 0.0019       526.29         9.2136   18.5483 0.019        1454.5       47.222    16.8551 0.0352  1.6932    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.4075 -0.5064  0.0479   624.869    85.496   118.579 1.354  9  --- 277.80514246496 0.1306 -12.33017753476 0.1258 4153037013648828416   0.5228  0.1402   0.514 0.247  -1.296 0.208 0      2140.8        3.426   17.3619 0.0017       892.91        10.444    17.9744 0.0127       2005.4       16.912    16.5064 0.0092  1.468     ---   ---     ---  ---    ---      ---      ---     0.2   Dias_6 
 0.4311 -0.4605 -0.057    697.331    73.135   114.276 1.386  9  --- 277.79875097614 0.1485 -12.33554912706 0.1386 4153036979289090432   0.3694  0.1597   0.745 0.265  -0.108 0.227 0      1837.0        2.6344  17.5281 0.0016       745.46        10.193    18.1703 0.0148       1801.2       15.762    16.623  0.0095  1.5473    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
 0.2783 -0.2934  0.3025  1298.202    99.153   188.688 1.337 10  --- 277.62768862379 0.0624 -12.26873795384 0.0623 4153047424649761920   0.4296  0.082    0.302 0.121  -0.543 0.117 0      6217.0        4.789   16.2044 0.0008      2606.8         26.29     16.8111 0.011        5703.0       30.225    15.3717 0.0058  1.4395    ---   ---  4485.0  ---    ---      ---      ---     1.0   Dias_6 
 0.2159 -0.5545  0.3487  1163.717   117.046   250.938 1.311  8  --- 277.70601874634 0.0713 -12.19417563662 0.1112 4153053918640315520   0.4685  0.1423  -0.283 0.165  -1.156 0.14  0      5038.9        4.33    16.4325 0.0009      2144.5         18.322    17.0231 0.0093       4463.3       17.786    15.6378 0.0043  1.3853    ---   ---  4501.61 2.1173 1.067    ---      ---     0.1   Dias_6 
 0.0978 -0.447   0.4021   568.158    25.529    32.957 1.427  9  --- 277.6286662321  0.088  -12.22289896607 0.1097 4153053609403172224   0.1121  0.1433   0.804 0.186  -1.018 0.176 0      2711.6        4.7725  17.1053 0.0019      1002.0         39.25     17.8492 0.0425       2867.7       87.013    16.1181 0.0329  1.7311    ---   ---     ---  ---    ---      ---      ---     0.1   Dias_6 
