  pmRApmDEcor    PlxpmRAcor   PlxpmDEcor    RFG        RFBP          RFRP       E_BR_RP_      Nper          __Fe_H_temp    RA_ICRS       e_RA_ICRS         DE_ICRS       e_DE_ICRS         Source        Plx         e_Plx         pmRA        e_pmRA        pmDE        e_pmDE        Dup          FG          e_FG    Gmag        e_Gmag         FBP      e_FBP       BPmag       e_BPmag        FRP         e_FRP          RPmag      e_RPmag    BP-RP       RV      e_RV    Teff     AG    EBR-RP_    Rad     Lum    Pmemb    Cluster    
 0.2748 -0.648  -0.1878   843.714   183.451   320.233 1.321 13  --- 301.11322402613 0.0369 -10.06919434096 0.0223 4191083105245345024   2.1802  0.054    1.472 0.084  -7.74  0.044 0     15676.0       18.579   15.2003 0.0013      5262.7         28.687    16.0484 0.0059      15437.0       48.206    14.2905 0.0034  1.7579    ---   ---  4090.5  1.534  0.762    0.9      0.205   1.0   Alessi_10
 0.2573 -0.6066 -0.1678  1723.584   348.521   543.997 1.248 13  --- 301.16469323228 0.0265 -10.09576300878 0.0166 4191082108812885376   2.2462  0.0376   1.615 0.061  -7.704 0.033 1     29780.0       17.278   14.5035 0.0006     12957.0         37.177    15.0701 0.0031      24194.0       44.475    13.8026 0.002   1.2675    ---   ---  5092.75 0.3553 0.19     0.65     0.253   1.0   Alessi_10
 0.3061 -0.529  -0.2951  1141.307   839.656  1364.602 1.181 13  0.0 301.27946689751 0.0422 -10.06439231342 0.026  4191085372984632448   2.1977  0.0558   1.595 0.091  -7.709 0.051 0    643300.0      563.65    11.1673 0.001     382850.0        455.96     11.3938 0.0013     376760.0      276.1      10.8217 0.0008  0.5721  -12.47  1.02 6839.27 0.898  0.4373   1.62     5.158   1.0   Alessi_10
 0.256  -0.5745 -0.3372   579.88    100.868   206.296 1.316 13  --- 301.11294086779 0.0484 -10.32263690706 0.0314 4191074549670320896   2.2236  0.0645   1.591 0.107  -7.548 0.062 0     10883.0       18.768   15.5965 0.0019      3975.9         39.417    16.3528 0.0108      10342.0       50.13     14.7254 0.0053  1.6274    ---   ---  4304.0  0.561  0.2792   0.63     0.122   1.0   Alessi_10
 0.2558 -0.5111 -0.1477   643.779    34.31    176.863 1.44  13  --- 301.01590792069 0.1266 -10.02543266137 0.0783 4191131140159666816   2.2326  0.1646   0.871 0.28   -8.411 0.158 0      1505.5        2.3386  17.7441 0.0017       298.87         8.7108   19.1627 0.0316       1868.4       10.564    16.5832 0.0061  2.5795    ---   ---     ---  ---    ---      ---      ---     0.8   Alessi_10
 0.2418 -0.5799 -0.1715   809.253    48.215   208.071 1.421 13  --- 301.11146678951 0.1127 -10.1521736904  0.0718 4191081451680369152   2.3568  0.1499   0.809 0.257  -7.561 0.145 0      1666.4        2.0592  17.6339 0.0013       368.96         7.6523   18.9339 0.0225       1998.5        9.605    16.5101 0.0052  2.4238    ---   ---     ---  ---    ---      ---      ---     0.6   Alessi_10
 0.2321 -0.3067 -0.2011   458.766    62.63    152.055 1.374 14  --- 301.88398767612 0.0785 -10.34132969457 0.0482 4191238514342688640   2.1616  0.0933   1.419 0.169  -7.662 0.104 0      3776.4        8.2317  16.7457 0.0024      1080.0         17.245    17.7678 0.0173       4107.6       27.014    15.7279 0.0071  2.0398    ---   ---  3865.28 0.597  0.3      0.54     0.058   1.0   Alessi_10
 0.3618 -0.4118 -0.2146   675.319   153.457   186.019 1.302 14  --- 301.65543861423 0.0378 -10.19511819237 0.024  4191256209608136064   2.2839  0.0473   0.881 0.082  -7.352 0.05  0     11199.0       16.583   15.5655 0.0016      4084.7         26.618    16.3235 0.0071      10499.0       56.442    14.709  0.0058  1.6145    ---   ---  4275.94 0.292  0.1477   0.63     0.12    0.4   Alessi_10
 0.3417 -0.3629 -0.1046   551.554   103.706   232.303 1.307 14  --- 301.48211248424 0.0407 -10.03430983504 0.0261 4191449758013790080   2.2277  0.0507   1.445 0.088  -7.873 0.056 0      9634.7       17.468   15.7288 0.002       3353.8         32.34     16.5375 0.0105       9234.2       39.751    14.8484 0.0047  1.6891    ---   ---  4134.61 0.4945 0.2395   0.67     0.118   1.0   Alessi_10
 0.3336 -0.3021 -0.2504   954.888    93.049   254.135 1.429 13  --- 301.57623462666 0.0871  -9.96391674487 0.0529 4191451957037275520   2.1765  0.1056   1.453 0.184  -7.715 0.111 0      2994.6        3.1361  16.9975 0.0011       641.92         6.8987   18.3327 0.0117       3636.1       14.308    15.8603 0.0043  2.4724    ---   ---  3725.43 ---    ---      0.54     0.05    1.0   Alessi_10
 0.241  -0.2114 -0.2653   334.509    85.768   113.395 1.305 13  --- 301.27014093902 0.0357  -9.7243529126  0.0216 4191520917032468864   2.1951  0.0421   1.293 0.074  -7.421 0.043 0     12349.0       36.918   15.4593 0.0032      4659.1         54.322    16.1806 0.0127      11462.0      101.08     14.6138 0.0096  1.5669    ---   ---  4368.33 0.467  0.2295   0.65     0.138   0.9   Alessi_10
 0.2212 -0.281  -0.2687   944.98     71.423   198.119 1.422 13  --- 301.43207818747 0.115   -9.86221168346 0.0695 4191468415352087296   2.0565  0.1275   1.581 0.242  -7.683 0.139 0      1776.7        1.8802  17.5643 0.0011       405.66         5.6797   18.831  0.0152       2120.5       10.703    16.4458 0.0055  2.3852    ---   ---     ---  ---    ---      ---      ---     0.8   Alessi_10
